role,title,company,sql,excel,power bi,tableau,python,statistics,data analytics,machine learning,data visualization,etl,communication,problem solving
python,full stack development,finflock systems private limited,1,0,0,0,1,0,0,0,0,0,0,0
python,electronics & communication engineering,megaminds it services,0,0,0,0,1,0,0,0,0,0,0,0
python,electronics engineering,aks tech,0,0,0,0,1,0,0,0,0,0,0,0
python,software testing,iesoft technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,robotics trainer & content developer,indian institute of robotics,0,0,0,0,1,0,0,0,0,0,0,0
python,backend development,plutonic services private limited,1,0,0,0,1,0,0,0,0,0,0,0
python,python development,conscript hr advisors private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,web development,tms foundation (bharatyuva.org),0,0,0,0,1,0,0,0,0,0,0,0
python,software development,skidev edutech private limited,1,0,0,0,1,0,0,0,0,0,0,0
python,information technology,she can foundation,0,0,0,0,1,0,0,0,0,0,1,0
python,full stack development,career solutions,1,0,0,0,1,0,0,0,0,0,0,0
python,software development,myraid,0,0,0,0,1,0,0,0,0,0,0,1
python,backend development,nayepankh foundation,1,0,0,0,1,0,0,0,0,0,0,0
python,backend development,she can foundation,1,0,0,0,1,0,0,0,0,0,0,0
python,manual testing/ios testing,across the globe (atg),0,0,0,0,1,0,0,0,0,0,0,0
python,python development,tradexa technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,blockchain development,egyanam technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,campus ambassador,empathy ai,0,0,0,0,1,0,0,0,0,0,1,0
python,full stack developer,elicius energy private limited,1,0,0,0,1,0,0,0,0,0,0,0
python,systems engineering,wobot intelligence private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,e-commerce catalog management,"danse equipment company incorporation (beltsville, united states)",0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,compendious med works,0,0,0,0,1,0,0,0,0,0,0,0
python,qa automation,satvisolutions,0,0,0,0,1,0,0,0,0,0,0,0
python,quantum safe migration & pqc solutions,avinyasq technologies,0,0,0,0,1,0,0,0,0,0,0,0
python,java development,harshad enterprises,1,0,0,0,1,0,0,0,0,0,0,0
python,coding content creator,hudi enterprise,1,0,0,0,1,0,0,0,0,0,0,0
python,automation testing,buoyant labs private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,yardstick,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,prop pie - fractional ownership for real estate,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,on demand experts,1,0,0,0,1,0,0,0,0,0,0,0
python,video editing/making,mayur agarwal,0,0,0,0,1,0,0,0,0,0,0,0
analytics,market research,humanhire corp,0,0,0,0,0,0,0,0,0,0,0,0
analytics,search engine optimization (seo),rightways packers and movers,0,0,0,0,0,0,0,0,0,0,0,0
analytics,market research,qssglobal,0,0,0,0,0,0,0,0,0,0,1,0
analytics,market research,shailasia management  private limited,0,0,0,0,0,0,1,0,0,0,0,0
analytics,business research,fin maverick,0,1,0,0,0,0,1,0,0,0,1,0
analytics,market research,incio fintech private limited (bimakart),0,1,0,0,0,0,1,0,0,0,1,0
analytics,market research,sar agrochemicals & fertilizers pvt.ltd,0,1,0,0,0,1,0,0,0,0,1,0
analytics,market research,superprocure,0,1,0,0,0,0,0,0,0,0,1,0
analytics,digital marketing,garuda3d,0,0,0,0,0,0,0,0,0,0,0,0
analytics,market research,equity reach,0,1,0,0,0,0,1,0,0,0,1,0
analytics,performance marketing (meta ads),the hustle house,0,0,0,0,0,0,1,0,0,0,0,0
analytics,marketing & growth executive,the institute of certified public accountants,0,0,0,0,0,0,0,0,0,0,0,0
analytics,market research,certiwisehub,0,1,0,0,0,0,0,0,0,0,0,0
analytics,digital marketing,myraid,0,1,0,0,0,0,0,0,0,0,1,0
analytics,business research,tms foundation (bharatyuva.org),0,1,0,0,0,0,0,0,0,0,1,1
analytics,market research,unessa foundation,0,0,0,0,0,0,0,0,0,0,0,0
analytics,business analyst,across the globe (atg),0,0,0,0,0,0,0,0,0,0,1,0
analytics,market research,upmentor-x,0,1,0,0,0,0,0,0,0,0,1,0
analytics,product management,optima learn,0,0,0,0,0,0,0,0,0,0,1,0
sql,.net development,software boffins india,1,0,0,0,0,0,0,0,0,0,0,0
sql,.net development,softel technologies incorporation,1,0,0,0,0,0,0,0,0,0,0,0
sql,software testing,beeyond tech,1,0,0,0,0,0,0,0,0,0,0,0
sql,software testing,twenty4x private limited,1,0,0,0,0,0,0,0,0,0,0,0
sql,.net development,blg technologies,1,0,0,0,0,0,0,0,0,0,0,0
sql,startup program,yurme,1,0,0,0,0,0,0,0,0,0,0,1
sql,flutter development,ghar pe shiksha,1,0,0,0,0,0,0,0,0,0,0,0
sql,backend development,reducate.ai,1,0,0,0,0,0,0,0,0,0,0,0
sql,tech operations,bxp support and solutions private limited,1,0,0,0,0,0,0,0,0,0,0,0
sql,software testing,livnsense,1,0,0,0,0,0,0,0,0,0,0,0
sql,program management,khatabook,1,0,0,0,0,0,0,0,0,0,1,0
sql,full stack development,area realty,1,0,0,0,0,0,0,0,0,0,0,0
sql,online-session mentor (volunteer),proximity foundation,1,0,0,0,0,0,0,0,0,0,1,0
sql,"pern stack (postgresql/sql, express.js, react.js, node.js)",betatest solutions private limited,1,0,0,0,0,0,0,0,0,0,1,0
database,logistics and operations,nearby cart,0,1,0,0,0,0,0,0,0,0,1,0
database,field outreach executive,shipster technologies pvt ltd,0,0,0,0,0,0,0,0,0,0,0,0
database,operations,glater eco products private limited,0,1,0,0,0,0,0,0,0,0,1,0
database,customer service/customer support,jeevantika consultancy services private limited,0,1,0,0,0,0,0,0,0,0,1,0
database,operations,quess corp limited,0,1,0,0,0,0,0,0,0,0,1,0
database,operations,shreshtha consultants,0,1,0,0,0,0,0,0,0,0,1,0
database,operations,fydo,0,0,0,0,0,0,0,0,0,0,1,0
database,client servicing,ankit bathla,0,0,0,0,0,0,0,0,0,0,1,0
database,ceos office,hirednex,0,1,0,0,0,0,0,0,0,0,1,0
database,operations,primescore fintech private limited,0,1,0,0,0,0,0,0,0,0,1,0
database,management information system (mis),mahendra gargieya,1,1,0,0,0,0,1,0,0,0,0,0
database,operations and student engagement,sr's adypan edutech private limited,0,0,0,0,0,0,0,0,0,0,1,0
database,business - sales and operations,sachi homes,0,0,0,0,0,0,0,0,0,0,0,0
database,general management,poonia & associates,0,1,0,0,0,0,0,0,0,0,1,0
database,e-commerce operations,elite twist creations,0,1,0,0,0,0,1,0,0,0,1,0
database,founder’s office,my healio,0,0,0,0,0,0,0,0,0,0,0,0
database,ndr executive,ad2ship,0,0,0,0,0,0,0,0,0,0,1,0
database,customer service/customer support,beamcrew,0,1,0,0,0,0,0,0,0,0,1,0
database,operations,wattfin ventures private limited,0,1,0,0,0,0,0,0,0,0,1,0
database,inside sales,studivantage,0,0,0,0,0,0,0,0,0,0,0,0
database,administration,holaint international llp,0,1,0,0,0,0,0,0,0,0,1,0
database,customer success,jodo,0,0,0,0,0,0,0,0,0,0,0,0
database,general management,abhiram aabhushan,0,0,0,0,0,0,0,0,0,0,0,0
database,telecalling,techcrux solutions private limited,0,1,0,0,0,0,0,0,0,0,1,0
database,operations,yaara explorers,0,1,0,0,0,0,0,0,0,0,1,1
database,customer service/customer support,moojic,0,1,0,0,0,0,0,0,0,0,1,0
database,telecalling,indiiserve.ai,0,0,0,0,0,0,0,0,0,0,0,0
database,project management,vruksh ecosystems,0,0,0,0,0,0,0,0,0,0,0,0
database,account executive- influencer marketing,vyrl media,0,1,0,0,0,0,0,0,0,0,1,0
database,chess data entry,chessworld ai,0,0,0,0,0,0,0,0,0,0,0,0
database,operations,bookmystudio,0,0,0,0,0,0,0,0,0,0,1,0
database,project management,cv ghar,0,0,0,0,0,0,0,0,0,0,1,0
database,operations,yellow slate,0,1,0,0,0,0,0,0,0,0,0,0
database,human resources (hr),lucent digital,0,1,0,0,0,0,0,0,0,0,1,1
database,data entry,webrich software,0,0,0,0,0,0,0,0,0,0,1,0
power-bi,web development,dekhega india,0,1,0,0,0,0,0,0,0,0,0,0
power-bi,project management,think talent services private limited,0,1,1,0,0,0,0,0,0,0,1,0
power-bi,fleet business development,corrit electric private electric,0,1,1,0,0,0,0,0,0,0,0,1
power-bi,supply chain & logistics operations,ishi & co.,0,1,1,0,0,0,0,0,0,0,1,0
power-bi,media & public relations (pr),puraskaar foundation,0,0,0,0,0,0,0,0,0,0,0,0
data-visualization,customer success,hyreo,0,1,0,0,0,0,1,0,1,0,1,0
data-visualization,architecture,studio nirlovya,0,0,0,0,0,0,0,0,1,0,0,0
data-visualization,recruitment consultant,high impact talent,0,1,0,0,0,0,0,0,1,0,1,0
data-visualization,graphic design,highway delite,0,0,0,0,0,0,0,0,1,0,0,0
